,Tweet,Message,Match,Polarity
466,467,1832 Canada Province of Nova Scotia Half Penny Token  Up for auction canadiancoins coins,-,NEUTRAL
467,468,Cars are not only for transport they are a work of artOur pics of 5th annual UltimateCarShow in Coquitlam Canada ,['work'],POSITIVE
468,469,So Gerald Butts resigns in shame and then thinks he can slink right back into TeamTrudeau without anyone remembering why or noticing Wrong LavScam SNCLavalin,-,NEUTRAL
469,470,miIkpIanet canada egirl and gravity falls,['falls'],NEGATIVE
470,471,Hi my name is Olivia and Im a digital artist from Canada  I love working with bright colors and creating characters Im a self proclaimed WIP queen  ,"['love', 'bright']",POSITIVE
471,472,Cattle were bred for one purpose for people to eat I will never eat fake beef The Alberta beef industry is the best in the world and Canadians can support them by eating beef Trudeau Mckenna and Canada Food Guide be damned ,-,NEUTRAL
472,473,Temperatures expected to drop after weekend heat wave in southeastern Canada  ,-,NEUTRAL
473,474,Not the only one just know that energy prices in Canada are becoming less affordable due to the Liberals I didnt tolerate it when I was Liberal MP and Im not about to give them a pass on their attempt to dismantle our energy sector and the benefits it provides all Canadians ,"['affordable', 'benefits']",POSITIVE
474,475,gregonepotato you shoud contact CoachTFord and take LastChanceU to SFUFootball The only school in Canada that plays NCAA football D2 Hes just getting started amp building something GREAT,-,NEUTRAL
475,476,Washington Tribes will most definitely have their rights affected by an oil spill in the Salish Sea and any major tributaries ,-,NEUTRAL
476,477,Arrived at Parliament HillReady to advocate for a safe healthcare system for Canadas frontline MDs amp HCWs free of violence sexual harassment bullying amp abuse of CdnHealths frontlinescdnpoli timesup metoo womeninmedicine metoomedicine onhealth onpoli medtwitter ,-,NEUTRAL
477,478,Stanley Ho King of Macau is a Standing Committee member of Chinese Peoples Political Consultative Conference amp the HK Special Admin ConferenceHo has been banned from entering Canada for his Triad background ,-,NEUTRAL
478,479,GoalsSabres RaysBaseball I dont mean it from that stand point I mean A team people want to win no one fucking cares about the buffalo forever frozen sabres When the yotes get hot nhl fans care Back to southern Canada with you,"['win', 'hot', 'fans']",POSITIVE
479,480,you should play japanese games not western trash  No deal Canada won the war ,-,NEUTRAL
480,481,Canadas immigration policy is dysfunctional and needs to be fixedI will unveil the peoplespca platform on immigration next weekListen to what PPC candidates SalimMansurLNC and DMillardHaskell had to say about immigration in Cambridge yesterday ,-,NEUTRAL
481,482,Trudeau about Send Her Back chants at Trump rallyThe comments made were hurtful wrong and completely unacceptable amp I want everyone in Canada to know that those comments are completely unacceptable and should not be allowed or encouraged in Canada ,"['hurtful', 'wrong', 'unacceptable']",NEGATIVE
482,483,2 more MLAs interviewed by RCMP in UCP leadership race investigation ,-,NEUTRAL
483,484,Dene elders visit Nain to teach traditional moosehide techniques ,-,NEUTRAL
484,485,FinallySome in-depth media coverage of andrewscheer and his visionary vision for Canadacdnpoli ,['visionary'],POSITIVE
485,486,Gerald Butts son of a poor coal miner has never disclosed how he built his net worth of 25 million at the age of just 48 With nothing more than an English diploma hes never built a profitable business Hes only held administrative roles including his time at WWF Canada,-,NEUTRAL
486,487,You know things are bad for Doug Ford when hes called a failure by international mediaPopulism will ultimately fail as it wont live up to what was promised Look at Ford who became everything he campaigned against It is the ultimate scam onpoli,"['bad', 'failure', 'fail', 'scam']",NEGATIVE
487,488,Top countries of origin of new permanent residents in Canada 20171  India2  Philippines3  China4  Syria5  USA6  Pakistan7  France8  Nigeria9  UK10  Iraq Source CitImmCanada WESCanada WESPicks ,-,NEUTRAL
488,489,DrNgoziOnuoha DrJoeAbah Lol madam your village na Canada be that,-,NEUTRAL
489,490,Were currently running a test that hides the total number of likes and video views for some people in the following countries Australia Brazil Canada Ireland Italy Japan New Zealand ,['likes'],POSITIVE
490,491,nutfreezone nationalpost This is about Canadians torturing Canadians Canada was not at war with Canada but with the axis of evil So when you punish your own innocent civilians you pay the consequences,"['torturing', 'evil', 'punish']",NEGATIVE
491,492,FrancesBiophys MalindaSmith is leading work in Canada and has revealed similar statistics showing more needs to be done to address the GenderGap   And even more when intersectionality with race LGBTQ2S and disibility is considered,"['leading', 'work']",POSITIVE
492,493,You spelled Epstein wrong,['wrong'],NEGATIVE
493,494,PhilanthropyGal Usually for me about 45 seconds to a minute of staring because living in Canada means I have some French knowledge so it partially makes sense but then doesnt all of a sudden amp I always look at the French side of instructions first and it sucks,['sucks'],NEGATIVE
494,495,BarriePpc Is proud to present our 2019 elxn43 candidate for bsom Karmangah TAIT This young man exemplifies the intelligent youth movement towards a more prosperous nation and community BarrieEda peoplespca MaximeBernier Ontario Canada cdnpoli barrie springwater vote ,"['proud', 'intelligent', 'prosperous']",POSITIVE
495,496,Good question for Democratic town hall  debate - Should a woman be forced to touch male genitalia as one activist in Canada is arguing is required under civil rights law ,-,NEUTRAL
496,497,GUYSWHAT THE FLIPI MADE WORLD NEWS gtltA fan brought this to my attentionAlso it mentions me which is great and all but it was the efforts of MANY Splatubers that made it possible So the real credit goes to themStill cool though ,"['great', 'cool']",POSITIVE
497,498,A twitter thread on immigrationWhile some government countries decide to close their borders Canada wants 1 million more immigrants over next 3 years Currently about 1 in 5 Canadians are immigrants according to a new CitImmCanada report  ,-,NEUTRAL
498,499,MichelleRempel blocked me because I questioned why she would happily advertise that her American husband was talking poorly of Canada This isnt normal and we shouldnt trick ourselves into believing that it is cdnpoli canpoli cdnmedia ableg abpoli ,"['poorly', 'trick']",NEGATIVE
499,500,The corruption goes right into the Canadian judicial systemTrudeauMustGo notAbot Canada Cdnpoli CorruptGov ,-,NEUTRAL
500,501,It predicts in 1986 that the proportion of female physicians would grow to 20 by the year 2000 I havent found any US data yet but in Canada it hit 20 in around 1990 and 40 around 2015,-,NEUTRAL
501,502,RachelleRempel The amazing thing is that everyone commenting on Ms Rempels tweet are using a screenshot since she blocked half of Canada on Twitter Were not missing much if thats her level of tweeting cdnpoli,['amazing'],POSITIVE
502,503,My virtual polygraph lives in Canada You cant meet it but its totally real and I fuck it all the time ,['fuck'],NEGATIVE
503,504,Thank you to everyone who came out to see our show in the US and Canada Its been absolutely awesome So much so were coming back for more in America and adding in Mexico City But for now  Cmon Australia Love HJ TheManTheMusicTheShow ,['awesome'],POSITIVE
504,505,Climatepolicy EU should combine its EmissionsTradingSystem ETS with that of R of Korea China JapanTokyo+ CaliforniaCanada OntarioampQuebecby 2025 reduction of CO2mitigation cost for almost all if needed offer compensation to Chinarequires global cooperation ,-,NEUTRAL
505,506,Bread - Baby Im A Want You 1972   kbradiothp internetradio,-,NEUTRAL
506,507,The people at Ontario Proud who helped fordnation get electedOne donor alone - Mattamy Homes - gave 100000Corporations gave Ontario Proud 459000 for political advertising while individuals donated 53198cdnpoli onpoli elxn43,['helped'],POSITIVE
507,508,Wonder why Muslims come to Canada Heres a Imam that says in there own countries of Islamic state they would be jailed for speaking out Here in Canada they have Freedom of Speech without being jailed That answers one of our questions Lets keep that way TrudeauMustGo ,-,NEUTRAL
508,509,Its disappointing to see the Conservatives havent changed and would rather make personal attacks than propose positive solutions Canada is better for gmbutts lifetime of work and Im proud to count him among the Liberal team -- where we stay focused on PositivePolitics ,"['positive', 'better', 'work', 'proud']",POSITIVE
509,510,KBRadioCanada In Case You missed thisTake This Kiss   ,['missed'],NEGATIVE
510,511,Home of oil and Agriculture ALBERTA Canada ,-,NEUTRAL
511,512,Serious Accident Causing Delays On Trans Canada Near Falcon Lake -  ,-,NEUTRAL
512,513,Collin2point0 walks away,-,NEUTRAL
513,514,GabriellaR613 LoraJPerkins Funny that only their base is the ones doing the attacking Patriots dont Attack,-,NEUTRAL
514,515,The Logitech G Pro X headset is taken to new heights with BlueMicrophones  software Thanks to Logitech G Im giving one away USCanada only no purchase necessary  Follow Friskkmkay  Follow LogitechG RetweetWinner announced on 731  ad ,-,NEUTRAL
515,516,NicoleCliffe Socialized medicine isnt all that either when it comes to childbirth Two of my kids were born in Canada lucky them and the birth experience with the first was so unpleasant I checked myself out AMA the next morning Used a midwife for the other one but thats another tweet,-,NEUTRAL
516,517,VJsapps TarekFatah nsitharaman narendramodi Sir I understand your frustration but Canada has worse restrictions You have to get certificates and paperwork to import so many things even an uneaten meat sandwich The paperwork is impractical  trust me even in the West,"['frustration', 'worse', 'impractical']",NEGATIVE
517,518,MaximeBernier Its astonishing how even with all the censorship and lack of coverage the PPC and MaximeBernier recieve from the fakenewsmedia everyday I hear more and more people realize Canada needs Max Its time to step it up even more We ARE the majority,-,NEUTRAL
518,519,Hearing that Widnes fans were booing this and seeing fans online continue to bash Toronto is beyond sad The Wolfpack didnt start in Super League worked their way up to where they are and have grown RugbyLeague interst in Canada These people need to look at the bigger picture ,"['fans', 'worked']",POSITIVE
519,520,The Canadian Towns That Icelanders Visit for a Taste of Their Past atlasobscura ,-,NEUTRAL
520,521,A past president of liberalparty states that Canada is better because of the life works of gmbutts HAHAHAHAHAHAHHAAHHAHHAHHAHAHHAHHHAHHAHAHAHHAHA ,"['better', 'works']",POSITIVE
521,522,Guess what Its HeartlandSunday TeamSj GrandpaJack HeartlandOnCBC Canada ,-,NEUTRAL
522,523,Hulom4 cryptocom Canada  Please,-,NEUTRAL
523,524,Enter to win a red 3-pc bistro set plus a BONUS Canadian Turkey apron and poultry shears value 330 and celebrate Canada Day all month long with CanadianTurkey ,"['win', 'celebrate']",POSITIVE
524,525,While Justin Trudeau has actively worked to shut down our natural resources sector I will continue to champion it because I know it has the power to bring Canadians together Sharing my vision for Canada LIVE in Sherwood Park ,"['worked', 'champion']",POSITIVE
525,526,Creation Scientists  Christopher Oldcornblog essay religion christianity church Genesis news education evolution bible god biblestudy darwin humans usa america government canada uk europe islam judaism science,-,NEUTRAL
